radio,mcc,mnc,Company,lac,cid,changeable_0,long,lat,range,sample,changeable_1,created,updated,avgsignal
GSM,405,6,Reliance (Used for Jio in some area),6161,40952,0,73.06388855,20.75935364,1000,1,1,1459658936,1459658936,0
GSM,405,927,Uninor,1014,17591,0,72.62992859,23.03901672,1000,15,1,1367704671,1367704671,0
GSM,405,927,Uninor,1014,27213,0,72.62992859,23.03901672,1000,10,1,1367704186,1367704186,0
GSM,405,927,Uninor,1014,29403,0,72.62992859,23.03901672,1000,1,1,1367673277,1367673277,0
GSM,405,6,Reliance (Used for Jio in some area),6112,42142,0,71.77803,21.400223,2235,3,1,1381041832,1439714183,0
GSM,405,6,Reliance (Used for Jio in some area),6112,41673,0,71.792221,21.408005,1208,3,1,1381041832,1439715856,0
GSM,405,6,Reliance (Used for Jio in some area),6061,50581,0,72.568334,23.05966,1000,250,1,1383273760,1491831517,0
GSM,405,6,Reliance (Used for Jio in some area),6061,50002,0,72.568523,23.059878,1000,21,1,1383273760,1467769941,0
GSM,405,6,Reliance (Used for Jio in some area),6161,40972,0,73.03230286,20.73326111,1000,1,1,1459748786,1459748786,0
GSM,405,6,Reliance (Used for Jio in some area),6171,50812,0,72.991104,20.704422,1495,2,1,1459802143,1481869875,0
GSM,405,6,Reliance (Used for Jio in some area),6171,50151,0,72.960205,20.627518,1000,2,1,1459802142,1481869881,0
GSM,405,6,Reliance (Used for Jio in some area),6171,50843,0,72.98973,20.703049,1697,2,1,1459802143,1481869875,0
GSM,405,6,Reliance (Used for Jio in some area),6171,50842,0,72.99659729,20.68244934,1000,1,1,1459748786,1459748786,0
GSM,405,6,Reliance (Used for Jio in some area),6112,40942,0,71.26487732,21.47483826,1000,2,1,1239014087,1239014087,0
GSM,405,827,Videocon Datacom,13535,8712,0,72.87986755,22.68608093,1000,5,1,1287867698,1290696772,0
GSM,405,927,Uninor,1061,12351,0,69.67048645,23.24226379,1000,1,1,1289970179,1289970179,0
GSM,405,927,Uninor,1061,14673,0,69.67048645,23.24226379,1000,4,1,1289970295,1289970295,0
GSM,405,6,Reliance (Used for Jio in some area),6081,10022,0,69.66911316,23.24226379,1000,2,1,1290749640,1290749640,0
GSM,405,827,Videocon Datacom,13512,15532,0,73.176498,22.330948,1000,5,1,1296363941,1411253992,0
GSM,405,827,Videocon Datacom,13545,31823,0,72.54341125,23.12828064,1000,1,1,1297809033,1297809033,0
GSM,405,927,Uninor,1021,13271,0,72.548904,23.053207,1000,3,1,1299755081,1299755081,0
GSM,405,927,Uninor,1021,10582,0,72.54890442,23.05412292,1000,4,1,1299774802,1301379156,0
GSM,405,927,Uninor,1051,16592,0,73.29322815,23.46061707,1000,1,1,1301319418,1301319418,0
GSM,405,827,Videocon Datacom,13506,12801,0,72.86613464,21.19056702,1000,1,1,1302091731,1302091731,0
GSM,405,827,Videocon Datacom,13522,10441,0,70.7787323,22.27684021,1000,5,1,1303922984,1303922984,0
GSM,405,827,Videocon Datacom,13562,30882,0,72.940292,21.289444,1000,2,1,1304697225,1411254021,0
GSM,405,6,Reliance (Used for Jio in some area),6022,20873,0,72.519379,23.009491,1000,2,1,1306062050,1467814920,0
GSM,405,827,Videocon Datacom,13532,2231,0,72.62443542,22.9511261,1000,2,1,1306735040,1306735040,0
GSM,405,827,Videocon Datacom,13522,10681,0,70.830002,22.280502,1000,3,1,1307427518,1411254000,0
GSM,405,827,Videocon Datacom,13522,10582,0,70.814438,22.28508,1000,2,1,1307427959,1411253999,0
GSM,405,827,Videocon Datacom,13539,2421,0,72.05314636,23.12828064,1000,1,1,1307960466,1307960466,0
GSM,405,827,Videocon Datacom,13527,31583,0,69.59358215,21.91566467,1000,3,1,1308046401,1308046401,0
GSM,405,6,Reliance (Used for Jio in some area),6162,31221,0,72.92793274,21.40342712,1000,1,1,1308784476,1308784476,0
GSM,405,6,Reliance (Used for Jio in some area),6162,31243,0,72.87986755,21.29219055,1000,1,1,1308784928,1308784928,0
GSM,405,927,Uninor,1011,17362,0,72.580032,23.03627,1000,3,1,1309003600,1449806228,0
GSM,405,927,Uninor,1011,17361,0,72.58049011,23.03489685,1000,1,1,1308983824,1308983824,0
GSM,405,927,Uninor,1141,24073,0,73.078308,22.243881,1000,2,1,1311060471,1312598933,0
GSM,405,927,Uninor,1141,11231,0,73.08311462,22.24662781,1000,1,1,1311067763,1311067763,0
GSM,405,6,Reliance (Used for Jio in some area),1825,10261,0,73.15864563,22.31254578,1000,1,1,1311173677,1311173677,0
GSM,405,6,Reliance (Used for Jio in some area),6081,11081,0,69.64851379,23.23402405,1000,1,1,1311517337,1311517337,0
GSM,405,6,Reliance (Used for Jio in some area),6081,11402,0,69.97947693,23.26972961,1000,1,1,1312011093,1312011093,0
GSM,405,827,Videocon Datacom,13555,15263,0,73.246536,22.301559,1000,3,1,1315644835,1443495858,0
GSM,405,927,Uninor,1111,19713,0,72.15339661,21.75361633,1000,1,1,1323469098,1323469098,0
GSM,405,927,Uninor,1111,19761,0,72.15339661,21.75636292,1000,2,1,1323487277,1323487277,0
GSM,405,927,Uninor,1092,15351,0,70.90370178,22.79319763,1000,1,1,1328858207,1328858207,0
GSM,405,827,Videocon Datacom,13531,101,0,72.68623352,23.02940369,1000,3,1,1343129239,1343129239,0
GSM,405,6,Reliance (Used for Jio in some area),6012,11061,0,72.649612,23.008804,1000,3,1,1345213855,1345213855,0
GSM,405,6,Reliance (Used for Jio in some area),6012,11633,0,72.65327454,23.01429749,1000,2,1,1345254157,1345254157,0
GSM,405,927,Uninor,1014,37121,0,72.65052795,23.00331116,1000,1,1,1347673386,1347673386,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10801,0,73.153182,22.305723,1000,94,1,1353649900,1489585085,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10133,0,73.153249,22.30433,1000,57,1,1353766512,1489585085,0
GSM,405,6,Reliance (Used for Jio in some area),6042,41262,0,71.82655334,24.3106842,1000,4,1,1357265077,1357265077,0
GSM,405,6,Reliance (Used for Jio in some area),6022,22241,0,72.509937,23.011379,1000,8,1,1361195935,1472728135,0
GSM,405,6,Reliance (Used for Jio in some area),6181,11843,0,73.196912,22.320879,5210,59,1,1361200166,1363439453,0
GSM,405,6,Reliance (Used for Jio in some area),6191,21302,0,73.236138,22.464589,1000,7,1,1361450379,1362554376,0
GSM,405,6,Reliance (Used for Jio in some area),6191,20322,0,73.23829651,22.46498108,1000,1,1,1361431946,1361431946,0
GSM,405,6,Reliance (Used for Jio in some area),6072,61011,0,72.63816833,23.78608704,1000,1,1,1361451073,1361451073,0
GSM,405,6,Reliance (Used for Jio in some area),6181,11842,0,73.196902,22.320079,5299,70,1,1361730326,1363439126,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10563,0,73.203506,22.32811,1000,3,1,1361799167,1431988037,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10312,0,73.207397,22.328888,1000,10,1,1361799227,1460130152,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10592,0,73.214951,22.331085,1000,2,1,1361799347,1431987904,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10222,0,73.210831,22.324905,1682,5,1,1361799408,1362212829,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10952,0,73.199061,22.353941,9325,7,1,1361799856,1362040761,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10313,0,73.204308,22.328682,1000,4,1,1361800795,1460130152,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10951,0,73.20259094,22.32627869,1000,2,1,1361782105,1361782105,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10953,0,73.20259094,22.32627869,1000,1,1,1361782436,1361782436,0
GSM,405,6,Reliance (Used for Jio in some area),6181,11841,0,73.19709778,22.31941223,1000,11,1,1361802297,1363269372,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10202,0,73.182616,22.318414,2010,11,1,1361808880,1480216143,0
GSM,405,6,Reliance (Used for Jio in some area),6181,11021,0,73.162216,22.309341,1000,15,1,1361811421,1485732813,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10073,0,73.168016,22.310526,1000,17,1,1361811427,1487173335,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10482,0,73.188927,22.317558,1000,20,1,1361979201,1479097498,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10203,0,73.188095,22.321091,1000,9,1,1361980173,1481605883,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10472,0,73.20259094,22.31254578,1000,1,1,1362040926,1362040926,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10471,0,73.20121765,22.31391907,1000,1,1,1362040968,1362040968,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10503,0,73.169632,22.311173,1843,2,1,1362068209,1474181630,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10501,0,73.191147,22.314377,1000,3,1,1362070722,1471434423,0
GSM,405,927,Uninor,1014,17813,0,72.63816833,23.0115509,1000,1,1,1362126921,1362126921,0
GSM,405,6,Reliance (Used for Jio in some area),6082,12121,0,70.93391418,22.59269714,1000,4,1,1362127396,1362127396,0
GSM,405,6,Reliance (Used for Jio in some area),6082,12152,0,70.93391418,22.59269714,1000,1,1,1362127472,1362127472,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10341,0,73.20282,22.34436,1000,6,1,1362230367,1463491172,0
GSM,405,927,Uninor,1025,10293,0,72.54615784,23.04039001,1000,1,1,1362278766,1362278766,0
GSM,405,6,Reliance (Used for Jio in some area),6191,20061,0,72.924312,22.548877,1000,11,1,1362374434,1468919238,0
GSM,405,6,Reliance (Used for Jio in some area),6191,20601,0,72.783736,22.376633,3662,3,1,1362405948,1456738281,0
GSM,405,6,Reliance (Used for Jio in some area),6182,10232,0,73.20671082,22.29881287,1000,2,1,1362396082,1362396082,0
GSM,405,6,Reliance (Used for Jio in some area),6181,11241,0,73.20671082,22.29881287,1000,1,1,1362396821,1362396821,0
GSM,405,927,Uninor,1081,12461,0,69.60594177,21.64649963,1000,2,1,1362443588,1362443588,0
GSM,405,6,Reliance (Used for Jio in some area),6031,31141,0,72.245639,22.567751,6760,6,1,1362474968,1462244260,0
GSM,405,6,Reliance (Used for Jio in some area),6182,11432,0,73.195381,22.240105,1000,4,1,1362524870,1362524870,0
GSM,405,6,Reliance (Used for Jio in some area),6022,20782,0,72.569847,23.026428,1000,24,1,1362546981,1491831517,0
GSM,405,6,Reliance (Used for Jio in some area),6061,50381,0,72.530427,23.047007,1000,11,1,1362641593,1478649617,0
GSM,405,6,Reliance (Used for Jio in some area),6061,50871,0,72.53379822,23.05274963,1000,1,1,1362622090,1362622090,0
GSM,405,6,Reliance (Used for Jio in some area),6061,50501,0,72.532621,23.063344,1184,7,1,1362625715,1362625715,0
GSM,405,6,Reliance (Used for Jio in some area),6141,12443,0,72.831802,21.196747,1000,2,1,1362657925,1362657925,0
GSM,405,6,Reliance (Used for Jio in some area),6141,10103,0,72.831116,21.197433,1000,2,1,1362677679,1433463667,0
GSM,405,6,Reliance (Used for Jio in some area),6141,12441,0,72.83180237,21.19606018,1000,1,1,1362658049,1362658049,0
GSM,405,6,Reliance (Used for Jio in some area),6182,10961,0,73.200119,22.310623,1581,5,1,1363010892,1478379105,0
GSM,405,6,Reliance (Used for Jio in some area),6182,11252,0,73.202133,22.304306,1000,3,1,1363011015,1475675965,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10021,0,73.185196,22.310257,2041,9,1,1363011580,1490377597,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10022,0,73.186722,22.30751,1667,9,1,1363015439,1490377597,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10023,0,73.182541,22.30719,1000,10,1,1363015625,1490377597,0
GSM,405,927,Uninor,1142,12752,0,73.156488,22.318039,1000,7,1,1363083823,1475228910,0
GSM,405,6,Reliance (Used for Jio in some area),6192,21432,0,73.61320496,22.77259827,1000,5,1,1363139628,1363139628,0
GSM,405,927,Uninor,1152,28292,0,72.88948059,20.27458191,1000,8,1,1363263506,1363263506,0
GSM,405,927,Uninor,1152,28291,0,72.892227,20.278244,1000,3,1,1363264673,1363264673,0
GSM,405,6,Reliance (Used for Jio in some area),6022,21271,0,72.471829,23.010521,1958,8,1,1363456493,1462244254,0
GSM,405,6,Reliance (Used for Jio in some area),6022,31093,0,72.472916,23.017502,1000,3,1,1363457157,1457604676,0
GSM,405,6,Reliance (Used for Jio in some area),6022,21013,0,72.488824,22.993698,3072,4,1,1363461530,1491831512,0
GSM,405,6,Reliance (Used for Jio in some area),6011,11861,0,72.591018,23.020249,2026,6,1,1363541707,1465596281,0
GSM,405,927,Uninor,1032,36511,0,72.95677185,22.55973816,1000,2,1,1363658166,1363658166,0
GSM,405,927,Uninor,1091,26391,0,70.75675964,22.27546692,1000,1,1,1363687096,1363687096,0
GSM,405,827,Videocon Datacom,13555,15841,0,73.235207,22.315292,1000,4,1,1364143460,1411254015,0
GSM,405,6,Reliance (Used for Jio in some area),6022,20561,0,72.564926,23.01384,1000,3,1,1365231665,1491831517,0
GSM,405,6,Reliance (Used for Jio in some area),6091,20643,0,70.774612,22.2892,1000,5,1,1366011208,1465509487,0
GSM,405,927,Uninor,1015,36872,0,72.645378,23.008804,1000,4,1,1366113367,1366113367,0
GSM,405,827,Videocon Datacom,13512,15571,0,73.17421,22.308426,1000,3,1,1366180389,1452037843,0
GSM,405,6,Reliance (Used for Jio in some area),6141,10953,0,72.840042,21.191254,1000,2,1,1366454116,1467254859,0
GSM,405,6,Reliance (Used for Jio in some area),6141,11691,0,72.84004211,21.19194031,1000,1,1,1366434458,1366434458,0
GSM,405,6,Reliance (Used for Jio in some area),6092,21072,0,70.99021912,22.13951111,1000,4,1,1366693796,1366693796,0
GSM,405,827,Videocon Datacom,13538,28682,0,72.442131,23.537178,1000,4,1,1368248579,1411254010,0
GSM,405,927,Uninor,1041,12932,0,72.583694,23.200607,1520,6,1,1368683819,1460897285,0
GSM,405,6,Reliance (Used for Jio in some area),6082,12233,0,70.51368713,22.47184753,1000,5,1,1368786003,1368786003,0
GSM,405,927,Uninor,1092,22601,0,70.82130432,22.80006409,1000,2,1,1368805434,1368805434,0
GSM,405,927,Uninor,1092,22592,0,70.82130432,22.80006409,1000,2,1,1368805374,1368805374,0
GSM,405,6,Reliance (Used for Jio in some area),6181,12093,0,73.184509,22.350769,1114,6,1,1368902531,1464379102,0
GSM,405,6,Reliance (Used for Jio in some area),6121,50843,0,70.369492,20.915566,1000,4,1,1369063710,1434940111,0
GSM,405,6,Reliance (Used for Jio in some area),6182,11332,0,73.231888,22.300186,1000,3,1,1369049008,1369049008,0
GSM,405,927,Uninor,1142,12751,0,73.163109,22.317696,1089,8,1,1369135762,1481671040,0
GSM,405,927,Uninor,1101,33353,0,73.50746155,21.87034607,1000,2,1,1369384979,1369384979,0
GSM,405,6,Reliance (Used for Jio in some area),6151,20093,0,72.862015,21.159439,1000,3,1,1369629887,1369629887,0
GSM,405,6,Reliance (Used for Jio in some area),6061,50022,0,72.558729,23.053031,1000,39,1,1369817555,1481070774,0
GSM,405,927,Uninor,1132,16493,0,73.10783386,21.11503601,1000,1,1,1369828254,1369828254,0
GSM,405,927,Uninor,1122,38952,0,72.80570984,21.19743347,1000,1,1,1370271235,1370271235,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10261,0,73.15612,22.312668,1000,56,1,1370688536,1488429030,0
GSM,405,6,Reliance (Used for Jio in some area),6121,41361,0,71.03279114,21.33338928,1000,1,1,1370849990,1370849990,0
GSM,405,927,Uninor,1141,13082,0,73.19664,22.313919,1000,6,1,1370911091,1476406583,0
GSM,405,6,Reliance (Used for Jio in some area),6141,13063,0,72.863846,21.20842,1190,3,1,1371268465,1453640619,0
GSM,405,6,Reliance (Used for Jio in some area),6141,13061,0,72.86750793,21.21253967,1000,1,1,1371248884,1371248884,0
GSM,405,927,Uninor,1141,20153,0,73.196926,22.263622,1000,8,1,1371372126,1473936405,0
GSM,405,927,Uninor,1052,24063,0,72.12867737,23.852005,1000,3,1,1371793042,1371793042,0
GSM,405,927,Uninor,1052,24001,0,72.12867737,23.852005,1000,1,1,1371793098,1371793098,0
GSM,405,927,Uninor,1052,14283,0,72.12867737,23.852005,1000,1,1,1371793158,1371793158,0
GSM,405,927,Uninor,1121,11521,0,72.815323,21.186447,1000,3,1,1373212616,1373212616,0
GSM,405,6,Reliance (Used for Jio in some area),6162,40691,0,72.6587677,21.09992981,1000,4,1,1373242213,1373242213,0
GSM,405,827,Videocon Datacom,13521,11023,0,70.790405,22.294006,1000,2,1,1373302523,1411253998,0
GSM,405,827,Videocon Datacom,13521,11143,0,70.789261,22.295609,1000,3,1,1373302583,1411253998,0
GSM,405,6,Reliance (Used for Jio in some area),6022,22151,0,72.501389,22.98381,1000,5,1,1373373105,1491831512,0
GSM,405,6,Reliance (Used for Jio in some area),6061,50252,0,72.560349,23.056641,1000,12,1,1373489125,1465596281,0
GSM,405,927,Uninor,1014,10123,0,72.634735,23.019447,1321,4,1,1373713643,1430842869,0
GSM,405,927,Uninor,1014,12722,0,72.637711,23.018417,1000,3,1,1373694133,1373694133,0
GSM,405,927,Uninor,1032,36593,0,72.95814514,22.56385803,1000,1,1,1373890821,1373890821,0
GSM,405,927,Uninor,1032,14664,0,72.959976,22.562027,1000,3,1,1373910867,1377078749,0
GSM,405,927,Uninor,1032,11294,0,72.964769,22.562646,1000,17,1,1373912890,1376957339,0
GSM,405,6,Reliance (Used for Jio in some area),6121,41992,0,71.31156921,21.34300232,1000,1,1,1373924756,1373924756,0
GSM,405,927,Uninor,1022,31422,0,72.27424622,22.42240906,1000,2,1,1374026227,1374026227,0
GSM,405,927,Uninor,1152,37083,0,72.92793274,20.3528595,1000,4,1,1374045373,1374045373,0
GSM,405,927,Uninor,1032,30503,0,72.964453,22.562129,7698,27,1,1374308096,1377078684,0
GSM,405,927,Uninor,1032,30502,0,72.964325,22.560425,1000,2,1,1374325896,1455951556,0
GSM,405,927,Uninor,1025,22093,0,72.56126404,23.08433533,1000,1,1,1374341890,1374341890,0
GSM,405,927,Uninor,1032,36512,0,72.952063,22.554834,1000,7,1,1374482203,1443590595,0
GSM,405,6,Reliance (Used for Jio in some area),6181,10322,0,73.149076,22.304327,1000,64,1,1374734297,1489585085,0
GSM,405,927,Uninor,1032,25092,0,72.982864,22.592697,1000,2,1,1374830902,1374830902,0
GSM,405,927,Uninor,1032,21693,0,73.005587,22.545174,37519,8,1,1374850881,1376875798,0
GSM,405,6,Reliance (Used for Jio in some area),6131,60373,0,69.89570618,22.42378235,1000,5,1,1375234551,1375234551,0
GSM,405,6,Reliance (Used for Jio in some area),6091,20003,0,70.770035,22.290115,1000,3,1,1375277464,1478045219,0
GSM,405,927,Uninor,1101,30601,0,72.9334259,21.76597595,1000,2,1,1375406118,1375406118,0
GSM,405,927,Uninor,1053,33101,0,72.75215149,23.52790833,1000,1,1,1375505665,1375505665,0
GSM,405,927,Uninor,1142,30231,0,72.980805,22.297096,1075,4,1,1375672564,1375672564,0
GSM,405,927,Uninor,1032,30103,0,72.971193,22.51854,4928,2,1,1375837598,1375837598,0
GSM,405,927,Uninor,1032,30213,0,72.991791,22.456055,1000,2,1,1375837780,1375837780,0
GSM,405,927,Uninor,1032,30201,0,72.991791,22.433395,1000,2,1,1375838243,1375838243,0
GSM,405,927,Uninor,1032,30203,0,72.98973083,22.42652893,1000,1,1,1375838306,1375838306,0
GSM,405,927,Uninor,1013,13212,0,72.5969696,23.05549622,1000,2,1,1375906089,1375906089,0
GSM,405,927,Uninor,1013,31411,0,72.5969696,23.05549622,1000,1,1,1375906024,1375906024,0
GSM,405,927,Uninor,1032,35372,0,73.3000946,22.48558044,1000,1,1,1376026334,1376026334,0
GSM,405,927,Uninor,1032,30392,0,73.31520081,22.46086121,1000,1,1,1376032033,1376032033,0
GSM,405,927,Uninor,1032,30141,0,73.02131653,22.52128601,1000,4,1,1376648613,1376648613,0
GSM,405,927,Uninor,1012,12432,0,72.592163,22.945633,1000,2,1,1376706550,1376706550,0
GSM,405,927,Uninor,1012,36452,0,72.591019,22.958908,1000,3,1,1376706731,1376706731,0
GSM,405,927,Uninor,1031,25072,0,72.932969,22.646713,1432,3,1,1376721428,1376721428,0
GSM,405,927,Uninor,1032,36492,0,72.977921,22.5504,1989,5,1,1376745847,1456034327,0
GSM,405,927,Uninor,1032,13532,0,72.99659729,22.54737854,1000,1,1,1376726359,1376726359,0
GSM,405,927,Uninor,1032,30053,0,73.024524,22.513048,4654,3,1,1376727238,1376727238,0
GSM,405,927,Uninor,1032,30051,0,73.04466248,22.48695374,1000,1,1,1376727299,1376727299,0
GSM,405,927,Uninor,1032,22431,0,73.05427551,22.47596741,1000,1,1,1376727419,1376727419,0
GSM,405,927,Uninor,1141,30361,0,73.190609,22.370587,18169,4,1,1376749367,1467931899,0
GSM,405,927,Uninor,1141,28022,0,73.25340271,22.31117249,1000,1,1,1376729688,1376729688,0
GSM,405,927,Uninor,1141,35921,0,73.25340271,22.30155945,1000,1,1,1376729773,1376729773,0
GSM,405,927,Uninor,1141,13712,0,73.247223,22.294006,1000,2,1,1376749622,1430821698,0
GSM,405,927,Uninor,1141,20141,0,73.24653625,22.28370667,1000,1,1,1376729867,1376729867,0
GSM,405,927,Uninor,1141,25152,0,73.2396698,22.27546692,1000,1,1,1376730518,1376730518,0
GSM,405,927,Uninor,1142,27001,0,73.184052,22.154617,1000,2,1,1376730754,1376730754,0
GSM,405,927,Uninor,1142,16401,0,73.153143,22.096255,5682,2,1,1376733694,1376733694,0
GSM,405,927,Uninor,1142,16402,0,73.12156677,22.05436707,1000,1,1,1376733815,1376733815,0
GSM,405,927,Uninor,1142,23043,0,73.111954,22.049561,1000,2,1,1376738601,1376738601,0
GSM,405,927,Uninor,1141,20142,0,73.173023,22.155313,13148,2,1,1376740767,1376740767,0
GSM,405,927,Uninor,1032,21692,0,72.96775818,22.57484436,1000,1,1,1376743938,1376743938,0
GSM,405,927,Uninor,1032,11291,0,72.96611,22.571548,1000,5,1,1376763797,1376876921,0
GSM,405,927,Uninor,1032,11293,0,72.960892,22.564545,1000,2,1,1376744175,1376744175,0
GSM,405,6,Reliance (Used for Jio in some area),6022,20961,0,72.562637,23.012924,1000,3,1,1376851710,1491831517,0
GSM,405,6,Reliance (Used for Jio in some area),6022,20962,0,72.564926,23.011551,1000,3,1,1376851756,1454465523,0
GSM,405,6,Reliance (Used for Jio in some area),6022,20562,0,72.573624,23.011894,1000,4,1,1376851885,1491831517,0
GSM,405,927,Uninor,1032,11295,0,72.963638,22.567978,1000,2,1,1376873723,1376873723,0
GSM,405,927,Uninor,1032,37181,0,72.97050476,22.58171082,1000,1,1,1376876790,1376876790,0
GSM,405,927,Uninor,1032,11292,0,72.9650116,22.5693512,1000,1,1,1376876971,1376876971,0
GSM,405,927,Uninor,1032,14663,0,72.958832,22.563172,1000,2,1,1376896890,1425192693,0
GSM,405,927,Uninor,1033,34491,0,73.15452576,22.74925232,1000,1,1,1376883747,1376883747,0
GSM,405,927,Uninor,1033,24332,0,73.61595154,22.79319763,1000,1,1,1376896731,1376896731,0
GSM,405,927,Uninor,1033,24325,0,73.61595154,22.79319763,1000,1,1,1376899407,1376899407,0
GSM,405,927,Uninor,1032,30082,0,73.01445007,22.62016296,1000,1,1,1376906800,1376906800,0
GSM,405,927,Uninor,1032,25091,0,72.998886,22.608261,1000,3,1,1376906973,1376906973,0
GSM,405,927,Uninor,1032,21691,0,72.980802,22.577591,3058,2,1,1376927494,1456034327,0
GSM,405,927,Uninor,1032,13531,0,72.984695,22.55928,1000,3,1,1376927555,1377057860,0
GSM,405,927,Uninor,1032,13533,0,72.980118,22.552185,1000,2,1,1376927797,1456034327,0
GSM,405,927,Uninor,1032,36532,0,72.957802,22.545662,1000,4,1,1376988106,1376988106,0
GSM,405,927,Uninor,1023,11261,0,72.56813049,23.0115509,1000,1,1,1377052951,1377052951,0
GSM,405,927,Uninor,1023,11262,0,72.557144,23.006973,1000,3,1,1377053164,1377053164,0
GSM,405,927,Uninor,1032,36491,0,72.976685,22.550125,1000,2,1,1377077905,1456034327,0
GSM,405,927,Uninor,1213,15812,0,71.664505,22.17796326,1000,4,1,1378092615,1378092615,0
GSM,405,927,Uninor,1025,10703,0,72.56401062,23.0280304,1000,1,1,1378697678,1378697678,0
GSM,405,927,Uninor,1025,10701,0,72.56401062,23.0280304,1000,1,1,1378697712,1378697712,0
GSM,405,927,Uninor,1015,18033,0,72.6285553,22.99095154,1000,3,1,1381229267,1381229267,0
GSM,405,927,Uninor,1012,27933,0,72.64228821,22.98957825,1000,2,1,1381245827,1381245827,0
GSM,405,927,Uninor,1015,13761,0,72.64228821,22.98957825,1000,1,1,1381245738,1381245738,0
GSM,405,6,Reliance (Used for Jio in some area),6062,51333,0,72.638167,23.164673,8785,2,1,1381388137,1458366122,0
GSM,405,927,Uninor,1014,18624,0,72.69035339,23.03077698,1000,3,1,1381845613,1381845613,0
GSM,405,827,Videocon Datacom,13511,43472,0,72.956314,22.534561,1000,3,1,1382385521,1411253991,0
GSM,405,827,Videocon Datacom,13511,43552,0,72.957459,22.539139,1000,2,1,1382385573,1411253991,0
GSM,405,6,Reliance (Used for Jio in some area),6201,33111,0,73.30833435,21.25785828,1000,1,1,1382523753,1382523753,0
GSM,405,6,Reliance (Used for Jio in some area),6201,33112,0,73.30833435,21.25785828,1000,1,1,1382523814,1382523814,0
GSM,405,827,Videocon Datacom,13507,43122,0,72.882614,21.081619,1000,3,1,1383570215,1411253990,0
GSM,405,6,Reliance (Used for Jio in some area),6081,10112,0,70.085907,23.067169,1000,2,1,1383599477,1383599477,0
GSM,405,927,Uninor,1011,36861,0,72.60932922,23.01429749,1000,2,1,1383715755,1383715755,0
GSM,405,927,Uninor,2043,29993,0,72.5214386,22.99095154,1000,5,1,1384435955,1384435955,0
GSM,405,6,Reliance (Used for Jio in some area),6161,40593,0,72.95265198,21.15348816,1000,2,1,1384900044,1384900044,0
UMTS,405,6,Reliance (Used for Jio in some area),6011,3000298,0,72.589874,23.059616,1000,12,1,1385818064,1385818064,0
UMTS,405,927,Uninor,1142,3006736,0,73.09135437,22.41416931,1000,10,1,1385966343,1385966343,0
UMTS,405,927,Uninor,1142,3006764,0,73.09135437,22.41416931,1000,3,1,1385966246,1385966246,0
UMTS,405,927,Uninor,1142,3006772,0,73.09135437,22.41416931,1000,2,1,1385966309,1385966309,0
UMTS,405,927,Uninor,1141,2402975,0,73.19847107,22.2631073,1000,3,1,1386226919,1386226919,0
UMTS,405,927,Uninor,2031,3033332,0,72.422905,22.921257,1000,4,1,1386591015,1386591015,0
UMTS,405,927,Uninor,2031,3033356,0,72.42256165,22.9209137,1000,1,1,1386591077,1386591077,0
UMTS,405,927,Uninor,2031,3033376,0,72.42256165,22.92228699,1000,1,1,1386591387,1386591387,0
GSM,405,6,Reliance (Used for Jio in some area),6072,61103,0,72.71781921,23.5320282,1000,1,1,1388883264,1388883264,0
GSM,405,6,Reliance (Used for Jio in some area),6072,61632,0,72.70271301,23.53752136,1000,5,1,1388896321,1388896321,0
GSM,405,6,Reliance (Used for Jio in some area),6151,20013,0,72.859116,21.092606,1000,9,1,1389696181,1457180439,0
GSM,405,927,Uninor,1152,23011,0,72.88673401,20.40779114,1000,4,1,1390252587,1390252587,0
GSM,405,6,Reliance (Used for Jio in some area),6022,21172,0,72.550964,23.005371,1000,2,1,1391691986,1491831517,0
GSM,405,927,Uninor,1053,54931,0,72.719193,23.529968,1000,2,1,1392832363,1484182253,0
GSM,405,927,Uninor,1211,12442,0,69.605692,21.641006,1000,11,1,1394449981,1419499822,0
GSM,405,6,Reliance (Used for Jio in some area),6031,30001,0,72.60006,22.919197,1000,4,1,1394702642,1394702642,0
